rank,region_id,name,country,level,continent,mix_alpha,mix_s_pct_production,mix_s_pct_demand,mix_f_adj,solar_cf,wind_cf,feasible
505,403,Qostanay,Kazakhstan,admin1,Asia,0.3,8.0178,10.3117,1.2861,0.1463,0.4111,True
506,570,Maga Buryatdan,Russia,admin1,Europe,0.05,8.0457,16.357,2.033,0.1127,0.155,True
507,766,West Virginia,United States of America,admin1,North America,0.5,8.0639,11.1604,1.384,0.1617,0.1576,True
508,612,Madhya Pradesh,India,admin1,Asia,0.75,8.0648,10.9463,1.3573,0.2175,0.1177,True
509,529,Al Madinah,Saudi Arabia,admin1,Asia,0.95,8.0908,10.031,1.2398,0.2597,0.2555,True
510,130,Nepal,Nepal,admin0,Asia,1.0,8.1023,10.1417,1.2517,0.2157,0.1041,True
511,1,Chile,Chile,admin0,South America,0.0,8.1113,15.8064,1.9487,0.1997,0.2653,True
512,421,Tamanghasset,Algeria,admin1,Africa,0.5,8.1277,10.7497,1.3226,0.2532,0.3089,True
513,49,United Arab Emirates,United Arab Emirates,admin0,Asia,0.55,8.1401,10.2207,1.2556,0.2521,0.3023,True
514,361,New Hampshire,United States of America,admin1,North America,0.4,8.1642,13.4285,1.6448,0.1524,0.2122,True
515,547,Yucatán,Mexico,admin1,North America,1.0,8.1719,10.2132,1.2498,0.2368,0.1984,True
516,543,New Jersey,United States of America,admin1,North America,0.35,8.1722,10.7922,1.3206,0.163,0.2667,True
517,303,Paraná,Brazil,admin1,South America,0.85,8.1732,10.4952,1.2841,0.2034,0.0826,True
518,278,Ghadamis,Libya,admin1,Africa,0.0,8.1794,11.6827,1.4283,0.2394,0.3951,True
519,406,Chelyabinsk,Russia,admin1,Europe,0.25,8.1898,10.659,1.3015,0.1259,0.2786,True
520,571,Dadra and Nagar Haveli and Daman and Diu,India,admin1,Asia,0.9,8.2089,10.6371,1.2958,0.2258,0.0921,True
521,550,Michoacán,Mexico,admin1,North America,0.85,8.2213,11.1102,1.3514,0.2466,0.0328,True
522,536,Georgia,United States of America,admin1,North America,0.55,8.2316,10.3702,1.2598,0.192,0.165,True
523,272,Yunnan,China,admin1,Asia,1.0,8.2317,10.8757,1.3212,0.1878,0.0367,True
524,93,Botswana,Botswana,admin0,Africa,1.0,8.2352,10.2421,1.2437,0.249,0.1889,True
525,251,Almaty,Kazakhstan,admin1,Asia,0.0,8.2493,10.8816,1.3191,0.1716,0.2829,True
526,157,Bir Tawil,Bir Tawil,admin0,Africa,1.0,8.2512,10.1877,1.2347,0.2574,0.3021,True
527,692,Kemerovo,Russia,admin1,Europe,0.25,8.2957,13.4507,1.6214,0.1276,0.2018,True
528,362,Maine,United States of America,admin1,North America,0.45,8.3086,11.8339,1.4243,0.1477,0.246,True
529,660,Bordj Bou Arréridj,Algeria,admin1,Africa,0.25,8.3254,19.7827,2.3762,0.1958,0.1496,True
530,653,Santa Fe,Argentina,admin1,South America,0.4,8.3465,10.651,1.2761,0.2065,0.2669,True
531,204,Guernsey,Guernsey,admin0,Europe,0.3,8.3665,9.9135,1.1849,0.1259,0.5536,True
532,144,Egypt,Egypt,admin0,Africa,0.2,8.3706,12.0763,1.4427,0.2578,0.3196,True
533,745,Qaraghandy,Kazakhstan,admin1,Asia,0.05,8.3771,10.9028,1.3015,0.1644,0.4274,True
534,290,Ash Sharqiyah,Saudi Arabia,admin1,Asia,0.6,8.4031,10.5283,1.2529,0.2622,0.3088,True
535,203,Jersey,Jersey,admin0,Europe,0.15,8.4038,11.0964,1.3204,0.1341,0.5915,True
536,401,Kurgan,Russia,admin1,Europe,0.35,8.4104,10.7535,1.2786,0.1292,0.3328,True
537,630,Al Quassim,Saudi Arabia,admin1,Asia,0.6,8.4105,10.9336,1.3,0.2433,0.2886,True
538,230,Coral Sea Islands,Coral Sea Islands,admin0,Oceania,0.95,8.4144,10.9859,1.3056,0.2339,0.553,True
539,608,RUS+99?,Russia,admin1,Europe,0.05,8.4412,10.1514,1.2026,0.0903,0.5401,True
540,561,Benghazi,Libya,admin1,Africa,0.0,8.4497,13.8626,1.6406,0.2262,0.4331,True
541,639,Hunan,China,admin1,Asia,0.55,8.4512,13.0073,1.5391,0.1287,0.0694,True
542,408,Orenburg,Russia,admin1,Europe,0.3,8.4576,10.7158,1.267,0.1401,0.3647,True
543,507,Misratah,Libya,admin1,Africa,0.1,8.4588,12.3769,1.4632,0.2337,0.3835,True
544,540,District of Columbia,United States of America,admin1,North America,0.4,8.4596,11.2935,1.335,0.1676,0.2216,True
545,96,Bulgaria,Bulgaria,admin0,Europe,0.0,8.4766,14.1805,1.6729,0.1572,0.1596,True
546,326,Yevrey,Russia,admin1,Europe,0.3,8.4819,12.0273,1.418,0.1479,0.1715,True
547,764,Arkansas,United States of America,admin1,North America,0.45,8.4895,11.1111,1.3088,0.1828,0.1967,True
548,447,South Kordufan,Sudan,admin1,Africa,0.85,8.4944,11.3086,1.3313,0.2526,0.1479,True
549,538,North Carolina,United States of America,admin1,North America,0.45,8.4966,11.2911,1.3289,0.1821,0.1868,True
550,154,Baykonur Cosmodrome,Baykonur Cosmodrome,admin0,Asia,0.0,8.5198,12.582,1.4768,0.1728,0.4402,True
551,63,Romania,Romania,admin0,Europe,0.15,8.5308,12.8551,1.5069,0.1421,0.1456,True
552,566,Odisha,India,admin1,Asia,0.95,8.5528,10.7509,1.257,0.2131,0.0604,True
553,297,Uttarakhand,India,admin1,Asia,1.0,8.5579,10.9935,1.2846,0.2179,0.1195,True
554,404,Pavlodar,Kazakhstan,admin1,Asia,0.1,8.5746,11.418,1.3316,0.1402,0.4074,True
555,422,Tindouf,Algeria,admin1,Africa,0.55,8.5805,10.971,1.2786,0.2428,0.3842,True
556,678,Constantine,Algeria,admin1,Africa,0.35,8.5926,17.4173,2.027,0.19,0.103,True
557,555,Jiangsu,China,admin1,Asia,0.65,8.6012,10.724,1.2468,0.1581,0.2348,True
558,717,Stavropol',Russia,admin1,Europe,0.25,8.6258,11.3213,1.3125,0.1502,0.3216,True
559,44,Sweden,Sweden,admin0,Europe,0.1,8.6348,11.5482,1.3374,0.1066,0.2509,True
560,763,Kentucky,United States of America,admin1,North America,0.4,8.637,12.4883,1.4459,0.1708,0.2025,True
561,301,Corrientes,Argentina,admin1,South America,0.3,8.7215,12.8686,1.4755,0.2067,0.1874,True
562,636,Sichuan,China,admin1,Asia,0.9,8.7364,11.961,1.3691,0.1703,0.1137,True
563,506,Surt,Libya,admin1,Africa,0.0,8.7368,12.4788,1.4283,0.2369,0.4233,True
564,23,Western Sahara,Western Sahara,admin0,Africa,0.3,8.7381,12.2814,1.4055,0.2437,0.4666,True
565,671,Laghouat,Algeria,admin1,Africa,0.25,8.7536,14.6623,1.675,0.2152,0.32,True
566,252,Rio Grande do Sul,Brazil,admin1,South America,0.3,8.8062,12.0707,1.3707,0.1951,0.2296,True
567,685,Khanty-Mansiy,Russia,admin1,Europe,0.05,8.8408,13.1348,1.4857,0.1118,0.2354,True
568,759,Haryana,India,admin1,Asia,0.95,8.8505,11.3083,1.2777,0.2198,0.1153,True
569,419,Al Kufrah,Libya,admin1,Africa,0.9,8.8702,11.023,1.2427,0.2698,0.3264,True
570,240,Salta,Argentina,admin1,South America,0.75,8.888,11.4877,1.2925,0.2294,0.155,True
571,156,Southern Patagonian Ice Field,Southern Patagonian Ice Field,admin0,South America,0.0,8.8891,13.2608,1.4918,0.1043,0.5612,True
572,244,Xizang,China,admin1,Asia,0.9,8.906,11.4318,1.2836,0.221,0.2864,True
573,80,Switzerland,Switzerland,admin0,Europe,0.3,8.9205,18.3209,2.0538,0.1404,0.1066,True
574,533,Mississippi,United States of America,admin1,North America,0.6,8.9467,11.2272,1.2549,0.1889,0.1778,True
575,549,Jalisco,Mexico,admin1,North America,1.0,8.9605,11.2158,1.2517,0.2525,0.0515,True
576,741,Al Jufrah,Libya,admin1,Africa,0.25,8.961,13.0212,1.4531,0.244,0.3471,True
577,735,Durango,Mexico,admin1,North America,0.9,8.983,11.3177,1.2599,0.2483,0.1257,True
578,682,Djelfa,Algeria,admin1,Africa,0.25,8.9909,17.4208,1.9376,0.2093,0.2812,True
579,597,Mazandaran,Iran,admin1,Asia,0.55,8.9911,14.2995,1.5904,0.1762,0.121,True
580,437,Ash Shati',Libya,admin1,Africa,0.15,8.9972,12.7508,1.4172,0.244,0.3566,True
581,382,La Rioja,Argentina,admin1,South America,0.5,9.0018,13.3082,1.4784,0.242,0.268,True
582,238,Entre Ríos,Argentina,admin1,South America,0.5,9.0056,11.4795,1.2747,0.2026,0.2184,True
583,743,Wadi al Hayaa,Libya,admin1,Africa,0.25,9.0057,11.5624,1.2839,0.2489,0.3754,True
584,732,San Luis Potosí,Mexico,admin1,North America,0.8,9.0213,11.5446,1.2797,0.2406,0.1768,True
585,516,Boumerdès,Algeria,admin1,Africa,0.3,9.0528,12.1298,1.3399,0.1978,0.363,True
586,40,Germany,Germany,admin0,Europe,0.3,9.0585,11.4943,1.2689,0.1183,0.2514,True
587,442,Rajasthan,India,admin1,Asia,1.0,9.0648,11.3383,1.2508,0.221,0.198,True
588,576,Puducherry,India,admin1,Asia,0.95,9.0677,11.5867,1.2778,0.2308,0.0419,True
589,443,Gujarat,India,admin1,Asia,0.85,9.0822,11.4763,1.2636,0.2277,0.3045,True
590,665,Relizane,Algeria,admin1,Africa,0.35,9.1163,14.8158,1.6252,0.1978,0.1734,True
591,386,Chubut,Argentina,admin1,South America,0.0,9.1213,12.415,1.3611,0.1777,0.5754,True
592,700,Vladimir,Russia,admin1,Europe,0.3,9.1269,10.9724,1.2022,0.1208,0.2521,True
593,385,Neuquén,Argentina,admin1,South America,0.0,9.129,13.542,1.4834,0.2023,0.3377,True
594,427,El Oued,Algeria,admin1,Africa,0.1,9.151,15.219,1.6631,0.2271,0.3418,True
595,98,San Marino,San Marino,admin0,Europe,0.25,9.1913,13.1445,1.4301,0.1622,0.183,True
596,744,Aqmola,Kazakhstan,admin1,Asia,0.15,9.1929,12.0997,1.3162,0.1421,0.4234,True
597,521,Oran,Algeria,admin1,Africa,0.2,9.2037,12.8935,1.4009,0.1942,0.3198,True
598,588,Kommuneqarfik Sermersooq,Greenland,admin1,North America,0.25,9.2101,10.646,1.1559,0.1276,0.5355,True
599,31,South Africa,South Africa,admin0,Africa,0.85,9.2361,11.5562,1.2512,0.2363,0.2494,True
600,638,Guizhou,China,admin1,Asia,0.8,9.2373,13.1881,1.4277,0.1347,0.0478,True
601,455,Bihar,India,admin1,Asia,1.0,9.2378,11.5629,1.2517,0.2133,0.1348,True
602,610,Delhi,India,admin1,Asia,1.0,9.2797,11.8752,1.2797,0.2186,0.1204,True
603,258,Dornogovi,Mongolia,admin1,Asia,0.0,9.3006,11.1216,1.1958,0.1798,0.4643,True
604,525,Nayarit,Mexico,admin1,North America,0.95,9.3162,11.6592,1.2515,0.2567,0.0694,True
605,365,Sonora,Mexico,admin1,North America,0.7,9.3244,12.0565,1.293,0.2449,0.195,True
606,631,Ha'il,Saudi Arabia,admin1,Asia,0.65,9.3378,11.4902,1.2305,0.2469,0.293,True
607,372,Tamaulipas,Mexico,admin1,North America,0.55,9.3786,11.8349,1.2619,0.2211,0.3222,True
608,274,South Kazakhstan,Kazakhstan,admin1,Asia,0.0,9.3953,14.8239,1.5778,0.1834,0.328,True
609,314,Gilan,Iran,admin1,Asia,0.45,9.4015,14.9982,1.5953,0.1801,0.1488,True
610,399,North Kazakhstan,Kazakhstan,admin1,Asia,0.3,9.4044,12.173,1.2944,0.1344,0.3971,True
611,90,Croatia,Croatia,admin0,Europe,0.15,9.435,16.1952,1.7165,0.1544,0.1706,True
612,613,Utah,United States of America,admin1,North America,0.2,9.4488,15.7483,1.6667,0.2031,0.1626,True
613,77,Austria,Austria,admin0,Europe,0.15,9.5452,19.0818,1.9991,0.1343,0.1156,True
614,740,Mizdah,Libya,admin1,Africa,0.05,9.563,13.9601,1.4598,0.2356,0.3707,True
615,539,Virginia,United States of America,admin1,North America,0.4,9.5644,14.1103,1.4753,0.1715,0.1695,True
616,324,Heilongjiang,China,admin1,Asia,0.35,9.6203,12.8547,1.3362,0.1521,0.1991,True
617,117,Bosnia and Herzegovina,Bosnia and Herzegovina,admin0,Europe,0.3,9.6407,18.9064,1.9611,0.1518,0.1183,True
618,556,Bushehr,Iran,admin1,Asia,0.5,9.6535,13.9831,1.4485,0.2309,0.262,True
619,654,Tucumán,Argentina,admin1,South America,0.95,9.6637,12.6691,1.311,0.2135,0.1452,True
620,509,Tajura' wa an Nawahi al Arba,Libya,admin1,Africa,0.35,9.6758,11.7067,1.2099,0.2171,0.474,True
621,271,Dagestan,Russia,admin1,Europe,0.15,9.6863,12.1118,1.2504,0.1558,0.2509,True
622,769,Astana,Kazakhstan,admin1,Asia,0.3,9.7184,12.2287,1.2583,0.1431,0.3898,True
623,202,Malta,Malta,admin0,Europe,0.35,9.7278,12.7901,1.3148,0.2185,0.3093,True
624,616,Colorado,United States of America,admin1,North America,0.4,9.7357,12.6155,1.2958,0.2016,0.2308,True
625,300,Chaco,Argentina,admin1,South America,0.75,9.7363,12.5189,1.2858,0.2118,0.1652,True
626,456,Uttar Pradesh,India,admin1,Asia,1.0,9.774,12.2918,1.2576,0.2162,0.1181,True
627,398,Sistan and Baluchestan,Iran,admin1,Asia,0.9,9.8234,12.2213,1.2441,0.2421,0.2846,True
628,124,Paraguay,Paraguay,admin0,South America,0.8,9.8338,12.8665,1.3084,0.2116,0.1323,True
629,680,Oum el Bouaghi,Algeria,admin1,Africa,0.4,9.8438,15.7973,1.6048,0.1939,0.2019,True
630,253,Dornod,Mongolia,admin1,Asia,0.0,9.9117,14.5028,1.4632,0.1606,0.4395,True
631,127,Moldova,Moldova,admin0,Europe,0.3,9.9463,12.8466,1.2916,0.1406,0.2906,True
632,57,Spain,Spain,admin0,Europe,0.25,9.9706,14.1822,1.4224,0.1871,0.2057,True
633,91,Slovenia,Slovenia,admin0,Europe,0.25,9.9895,22.9268,2.2951,0.1473,0.0884,True
634,434,Ajdabiya,Libya,admin1,Africa,0.15,10.0054,14.2127,1.4205,0.2483,0.3679,True
635,254,Inner Mongol,China,admin1,Asia,0.3,10.0125,11.7006,1.1686,0.1727,0.3645,True
636,656,San Luis,Argentina,admin1,South America,0.2,10.0393,16.1503,1.6087,0.2209,0.3839,True
637,519,Chlef,Algeria,admin1,Africa,0.35,10.0425,16.8141,1.6743,0.2071,0.1939,True
638,296,Adrar,Algeria,admin1,Africa,0.7,10.0837,12.7529,1.2647,0.2489,0.3663,True
639,329,Jilin,China,admin1,Asia,0.5,10.0867,12.9463,1.2835,0.1611,0.2284,True
640,520,Mostaganem,Algeria,admin1,Africa,0.3,10.0913,16.4377,1.6289,0.2039,0.2816,True
641,371,Coahuila,Mexico,admin1,North America,0.75,10.107,12.9248,1.2788,0.2314,0.2142,True
642,369,Chihuahua,Mexico,admin1,North America,0.9,10.107,12.7126,1.2578,0.2421,0.1926,True
643,611,Chandigarh,India,admin1,Asia,1.0,10.1251,12.9075,1.2748,0.2278,0.1472,True
644,383,San Juan,Argentina,admin1,South America,0.35,10.1612,13.5754,1.336,0.2442,0.2534,True
645,298,Formosa,Argentina,admin1,South America,0.75,10.162,13.0764,1.2868,0.2123,0.1488,True
646,7,Palestine,Palestine,admin0,Asia,0.6,10.1955,14.7244,1.4442,0.2189,0.2098,True
647,452,Himachal Pradesh,India,admin1,Asia,1.0,10.2126,13.0333,1.2762,0.2158,0.1526,True
648,407,Altay,Russia,admin1,Europe,0.2,10.2187,15.2463,1.492,0.136,0.2663,True
649,622,Missouri,United States of America,admin1,North America,0.45,10.2284,12.3303,1.2055,0.1757,0.285,True
650,48,Luxembourg,Luxembourg,admin0,Europe,0.3,10.258,13.9088,1.3559,0.1233,0.2811,True
651,683,Bashkortostan,Russia,admin1,Europe,0.15,10.3198,13.1092,1.2703,0.1265,0.2616,True
652,658,Córdoba,Argentina,admin1,South America,0.5,10.3418,12.8952,1.2469,0.2098,0.3209,True
653,528,Tabuk,Saudi Arabia,admin1,Asia,0.9,10.3762,12.7295,1.2268,0.2578,0.2508,True
654,428,Tébessa,Algeria,admin1,Africa,0.3,10.3949,18.11,1.7422,0.2027,0.2589,True
655,526,Fujian,China,admin1,Asia,0.95,10.4089,13.7471,1.3207,0.1513,0.0401,True
656,415,Al Jawf,Saudi Arabia,admin1,Asia,0.55,10.4651,13.6454,1.3039,0.2444,0.283,True
657,54,Azerbaijan,Azerbaijan,admin0,Asia,0.15,10.4714,16.0171,1.5296,0.169,0.1403,True
658,531,Sinaloa,Mexico,admin1,North America,1.0,10.4783,13.0193,1.2425,0.2534,0.1438,True
659,645,Henan,China,admin1,Asia,0.55,10.4906,13.6252,1.2988,0.1529,0.1464,True
660,633,Beijing,China,admin1,Asia,0.35,10.5211,17.5766,1.6706,0.1743,0.1595,True
661,255,Bayan-Ölgiy,Mongolia,admin1,Asia,0.25,10.5222,18.7147,1.7786,0.1612,0.1233,True
662,330,Liaoning,China,admin1,Asia,0.15,10.5464,14.6648,1.3905,0.1675,0.2704,True
663,655,Santiago del Estero,Argentina,admin1,South America,0.6,10.5509,14.6299,1.3866,0.2089,0.2475,True
664,95,Pakistan,Pakistan,admin0,Asia,0.95,10.5584,13.1959,1.2498,0.2251,0.1809,True
665,273,Zhambyl,Kazakhstan,admin1,Asia,0.0,10.5645,14.3085,1.3544,0.177,0.3896,True
666,527,Baja California Sur,Mexico,admin1,North America,0.7,10.5694,12.6981,1.2014,0.2463,0.2493,True
667,197,Saint Helena,Saint Helena,admin0,Seven seas (open ocean),0.5,10.6063,12.4475,1.1736,0.24,0.664,True
668,131,Lesotho,Lesotho,admin0,Africa,0.9,10.6348,13.5679,1.2758,0.2318,0.1726,True
669,441,Punjab,India,admin1,Asia,0.9,10.6412,13.5196,1.2705,0.2249,0.0919,True
670,364,Arizona,United States of America,admin1,North America,0.6,10.6923,14.58,1.3636,0.2291,0.2,True
671,694,Irkutsk,Russia,admin1,Europe,0.15,10.7225,16.5898,1.5472,0.1234,0.1282,True
672,569,Tianjin,China,admin1,Asia,0.4,10.7499,13.2793,1.2353,0.1718,0.2381,True
673,270,Chechnya,Russia,admin1,Europe,0.0,10.7652,18.135,1.6846,0.1483,0.1957,True
674,62,Tunisia,Tunisia,admin0,Africa,0.15,10.7692,15.7295,1.4606,0.2156,0.3452,True
675,373,Nuevo León,Mexico,admin1,North America,0.85,10.7745,13.7084,1.2723,0.2244,0.2676,True
676,438,Ghat,Libya,admin1,Africa,0.8,10.8118,13.2574,1.2262,0.2452,0.3136,True
677,388,Santa Cruz,Argentina,admin1,South America,0.0,10.8128,14.2794,1.3206,0.1484,0.5901,True
678,603,Lord Howe Island,Australia,admin1,Oceania,1.0,10.8798,14.1089,1.2968,0.2073,0.1899,True
679,366,Baja California,Mexico,admin1,North America,0.3,10.8812,14.2826,1.3126,0.2258,0.2384,True
680,641,Shaanxi,China,admin1,Asia,0.6,10.9393,15.4244,1.41,0.1592,0.1386,True
681,557,Hormozgan,Iran,admin1,Asia,0.95,11.0689,13.6878,1.2366,0.2411,0.2083,True
682,257,Sühbaatar,Mongolia,admin1,Asia,0.0,11.1455,15.1144,1.3561,0.1694,0.4398,True
683,681,Biskra,Algeria,admin1,Africa,0.15,11.1715,19.0373,1.7041,0.2123,0.2718,True
684,723,Dundgovi,Mongolia,admin1,Asia,0.0,11.2184,13.8895,1.2381,0.1769,0.4417,True
685,367,California,United States of America,admin1,North America,0.15,11.2197,17.496,1.5594,0.2176,0.1516,True
686,39,Czechia,Czechia,admin0,Europe,0.2,11.256,16.1073,1.431,0.1223,0.2276,True
687,269,Ingush,Russia,admin1,Europe,0.4,11.3159,21.3666,1.8882,0.1458,0.1223,True
688,477,Victoria,Australia,admin1,Oceania,0.5,11.3669,15.3749,1.3526,0.185,0.1951,True
689,368,New Mexico,United States of America,admin1,North America,0.55,11.3748,16.1101,1.4163,0.2232,0.271,True
690,751,Kerman,Iran,admin1,Asia,0.9,11.4018,14.1439,1.2405,0.2367,0.242,True
691,65,Slovakia,Slovakia,admin0,Europe,0.25,11.4149,18.0949,1.5852,0.1277,0.1526,True
692,78,Iraq,Iraq,admin0,Asia,0.45,11.4992,15.617,1.3581,0.2232,0.2857,True
693,642,Qinghai,China,admin1,Asia,1.0,11.5316,14.9254,1.2943,0.2004,0.2602,True
694,436,Illizi,Algeria,admin1,Africa,0.65,11.5982,14.4873,1.2491,0.2469,0.3081,True
695,242,Ladakh,India,admin1,Asia,0.95,11.5994,14.8507,1.2803,0.2197,0.1731,True
696,21,North Korea,North Korea,admin0,Asia,0.55,11.6678,16.7223,1.4332,0.1641,0.1518,True
697,6,Israel,Israel,admin0,Asia,0.8,11.802,15.103,1.2797,0.2321,0.2223,True
698,562,Oregon,United States of America,admin1,North America,0.35,11.8023,15.4728,1.311,0.1793,0.1559,True
699,643,Shanxi,China,admin1,Asia,0.6,11.8666,15.5796,1.3129,0.1736,0.1633,True
700,451,Tlemcen,Algeria,admin1,Africa,0.5,11.9189,18.1167,1.52,0.2085,0.185,True
701,640,Ningxia,China,admin1,Asia,0.8,11.9965,15.1276,1.261,0.1775,0.2702,True
702,652,Australian Capital Territory,Australia,admin1,Oceania,0.75,12.0788,16.2146,1.3424,0.1952,0.1187,True
703,749,Kohgiluyeh and Buyer Ahmad,Iran,admin1,Asia,0.85,12.2228,16.7574,1.371,0.2295,0.1485,True
704,22,Morocco,Morocco,admin0,Africa,0.9,12.2392,15.4153,1.2595,0.2315,0.3039,True
705,394,North Khorasan,Iran,admin1,Asia,0.35,12.3195,19.9601,1.6202,0.197,0.2072,True
706,567,Shandong,China,admin1,Asia,0.5,12.3432,15.9326,1.2908,0.166,0.2224,True
707,675,Batna,Algeria,admin1,Africa,0.45,12.3833,19.5904,1.582,0.203,0.1963,True
708,395,Golestan,Iran,admin1,Asia,0.4,12.4084,17.0367,1.373,0.1815,0.1596,True
709,129,Jordan,Jordan,admin0,Asia,0.75,12.4151,15.607,1.2571,0.2348,0.2918,True
710,389,Tierra del Fuego,Argentina,admin1,South America,0.0,12.4391,19.8317,1.5943,0.1174,0.5417,True
711,260,Gansu,China,admin1,Asia,0.75,12.442,16.1858,1.3009,0.1799,0.2171,True
712,750,Fars,Iran,admin1,Asia,1.0,12.457,15.4529,1.2405,0.2362,0.2023,True
713,721,Arhangay,Mongolia,admin1,Asia,0.35,12.5229,21.1312,1.6874,0.1614,0.2356,True
714,52,North Macedonia,North Macedonia,admin0,Europe,0.6,12.5591,18.811,1.4978,0.1648,0.095,True
715,724,Övörhangay,Mongolia,admin1,Asia,0.0,12.7284,17.6288,1.385,0.1747,0.3182,True
716,753,Lorestan,Iran,admin1,Asia,0.75,12.8912,17.706,1.3735,0.2228,0.1285,True
717,755,Qom,Iran,admin1,Asia,0.7,12.9588,17.887,1.3803,0.2159,0.1996,True
718,615,Nevada,United States of America,admin1,North America,0.0,12.9839,18.4722,1.4227,0.21,0.1907,True
719,748,Chahar Mahall and Bakhtiari,Iran,admin1,Asia,0.9,13.0328,17.0221,1.3061,0.2273,0.1253,True
720,591,Pituffik,Greenland,admin1,North America,0.05,13.0798,20.976,1.6037,0.0837,0.3097,True
721,262,Ömnögovi,Mongolia,admin1,Asia,0.25,13.2004,16.6483,1.2612,0.1847,0.4098,True
722,754,Yazd,Iran,admin1,Asia,1.0,13.212,16.3578,1.2381,0.2287,0.2341,True
723,676,Khenchela,Algeria,admin1,Africa,0.4,13.2325,19.5404,1.4767,0.2046,0.2276,True
724,664,Aïn Defla,Algeria,admin1,Africa,0.6,13.3185,19.7367,1.4819,0.2059,0.1281,True
725,568,Hebei,China,admin1,Asia,0.85,13.5553,17.3047,1.2766,0.1734,0.2354,True
726,334,Khuzestan,Iran,admin1,Asia,0.9,13.6235,16.8713,1.2384,0.2218,0.22,True
727,747,Esfahan,Iran,admin1,Asia,0.95,13.6373,17.1857,1.2602,0.2245,0.1825,True
728,625,Qazvin,Iran,admin1,Asia,0.8,13.8559,17.6801,1.276,0.2073,0.2013,True
729,332,Kermanshah,Iran,admin1,Asia,0.75,13.9654,18.4999,1.3247,0.2199,0.1467,True
730,746,Markazi,Iran,admin1,Asia,0.85,14.0204,18.106,1.2914,0.215,0.1857,True
731,563,Nunavut,Canada,admin1,North America,0.0,14.0566,17.5398,1.2478,0.0989,0.385,True
732,397,South Khorasan,Iran,admin1,Asia,0.95,14.0768,17.382,1.2348,0.2324,0.3733,True
733,313,Ardebil,Iran,admin1,Asia,0.55,14.2194,19.947,1.4028,0.1835,0.168,True
734,757,Alborz,Iran,admin1,Asia,0.7,14.2574,18.5917,1.304,0.2066,0.1588,True
735,756,Tehran,Iran,admin1,Asia,0.8,14.278,18.4243,1.2904,0.2119,0.1675,True
736,445,Yukon,Canada,admin1,North America,0.2,14.3691,38.9919,2.7136,0.1136,0.0954,True
737,450,Naâma,Algeria,admin1,Africa,0.85,14.4821,19.002,1.3121,0.2165,0.2586,True
738,752,Hamadan,Iran,admin1,Asia,0.85,14.4993,18.3894,1.2683,0.2152,0.1725,True
739,115,Afghanistan,Afghanistan,admin0,Asia,0.9,14.525,18.0081,1.2398,0.2244,0.2451,True
740,623,Semnan,Iran,admin1,Asia,0.9,14.5573,18.463,1.2683,0.2104,0.2947,True
741,624,Zanjan,Iran,admin1,Asia,0.85,14.6598,18.5564,1.2658,0.2062,0.1897,True
742,333,Ilam,Iran,admin1,Asia,0.8,14.7765,18.9686,1.2837,0.2203,0.2125,True
743,584,Sakha (Yakutia),Russia,admin1,Europe,0.0,15.1412,21.6897,1.4325,0.1105,0.1448,True
744,243,Xinjiang,China,admin1,Asia,1.0,15.1463,18.992,1.2539,0.188,0.22,True
745,396,Razavi Khorasan,Iran,admin1,Asia,0.75,15.6216,19.8145,1.2684,0.2123,0.2908,True
746,319,Uvs,Mongolia,admin1,Asia,0.45,15.6449,25.1586,1.6081,0.1607,0.1065,True
747,15,Syria,Syria,admin0,Asia,0.85,15.7856,20.0083,1.2675,0.2154,0.3006,True
748,331,Kordestan,Iran,admin1,Asia,0.8,15.8387,20.2941,1.2813,0.2138,0.1696,True
749,325,Amur,Russia,admin1,Europe,0.4,16.027,22.3528,1.3947,0.1389,0.119,True
750,720,Töv,Mongolia,admin1,Asia,1.0,16.111,21.6725,1.3452,0.1638,0.2707,True
751,60,Armenia,Armenia,admin0,Asia,0.9,16.3628,21.4598,1.3115,0.1768,0.0498,True
752,285,West Azarbaijan,Iran,admin1,Asia,0.9,16.4404,21.2048,1.2898,0.2002,0.1248,True
753,736,Ulaanbaatar,Mongolia,admin1,Asia,1.0,16.4511,22.2336,1.3515,0.1627,0.202,True
754,312,East Azarbaijan,Iran,admin1,Asia,0.8,16.5013,20.8478,1.2634,0.2005,0.1756,True
755,323,Hentiy,Mongolia,admin1,Asia,0.95,16.899,21.9112,1.2966,0.1622,0.2329,True
756,768,Almaty City,Kazakhstan,admin1,Asia,0.9,16.9457,22.4513,1.3249,0.1608,0.1576,True
757,725,Govĭ-Sümber,Mongolia,admin1,Asia,0.95,17.1919,22.8051,1.3265,0.1656,0.2281,True
758,261,Bayanhongor,Mongolia,admin1,Asia,1.0,17.2165,22.0629,1.2815,0.1856,0.3022,True
759,56,Turkey,Turkey,admin0,Asia,0.9,17.3196,21.9838,1.2693,0.1908,0.1535,True
760,259,Govi-Altay,Mongolia,admin1,Asia,0.4,17.5214,21.8912,1.2494,0.1865,0.3147,True
761,719,Darhan-Uul,Mongolia,admin1,Asia,0.9,17.8266,24.0784,1.3507,0.1491,0.203,True
762,318,Bulgan,Mongolia,admin1,Asia,1.0,18.332,24.3394,1.3277,0.1572,0.1503,True
763,722,Orhon,Mongolia,admin1,Asia,1.0,18.3991,24.3825,1.3252,0.1552,0.1843,True
